home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_won,games_against_lost,League_21518,League_24558,home_player_1_overall_rating,home_player_2_overall_rating,home_player_3_overall_rating,home_player_4_overall_rating,home_player_5_overall_rating,home_player_6_overall_rating,home_player_7_overall_rating,home_player_8_overall_rating,home_player_9_overall_rating,home_player_10_overall_rating,home_player_11_overall_rating,away_player_1_overall_rating,away_player_2_overall_rating,away_player_3_overall_rating,away_player_4_overall_rating,away_player_5_overall_rating,away_player_6_overall_rating,away_player_7_overall_rating,away_player_8_overall_rating,away_player_9_overall_rating,away_player_10_overall_rating,away_player_11_overall_rating,B365_Win,B365_Draw,B365_Lose,BW_Win,BW_Draw,BW_Lose,label
0,0,0,0,0,0,1,0,80.0,78.0,79.0,77.0,78.0,78.0,80.0,79.0,80.0,77.0,80.0,77.0,79.0,75.0,84.0,78.0,76.0,82.0,80.0,82.0,80.0,82.0,0.3401778496362166,0.29765561843168953,0.36216653193209375,0.3506493506493506,0.2922077922077922,0.35714285714285704,Lose
0,0,0,0,0,0,1,0,83.0,75.0,83.0,79.0,81.0,83.0,85.0,89.0,93.0,89.0,86.0,75.0,73.0,73.0,77.0,73.0,71.0,73.0,70.0,71.0,77.0,69.0,0.8678237650200267,0.09546061415220294,0.036715620827770364,0.823525623480543,0.12007534897200176,0.05639902754745537,Win
0,0,0,0,0,0,1,0,71.0,71.0,70.0,71.0,71.0,73.0,59.0,65.0,72.0,74.0,65.0,77.0,73.0,75.0,80.0,51.0,60.0,74.0,78.0,78.0,77.0,82.0,0.23837422189674118,0.30757964115708536,0.45404613694617363,0.24442501093135113,0.30083078268473984,0.45474420638390906,Win
0,0,0,0,0,0,1,0,79.0,79.0,81.0,87.0,82.0,85.0,87.0,86.0,87.0,92.0,85.0,71.0,66.0,70.0,69.0,67.0,75.0,68.0,73.0,66.0,75.0,78.0,0.8678237650200267,0.09546061415220294,0.036715620827770364,0.8420972412741959,0.10996799268404207,0.047934766041761924,Win
0,0,0,0,0,0,1,0,76.0,72.0,79.0,75.0,65.0,79.0,76.0,83.0,79.0,74.0,75.0,69.0,73.0,70.0,72.0,69.0,68.0,64.0,71.0,73.0,63.0,65.0,0.5155482815057284,0.27250409165302786,0.2119476268412439,0.5147058823529411,0.27941176470588236,0.20588235294117646,Draw
0,0,0,0,0,0,1,0,76.0,76.0,78.0,74.0,76.0,79.0,70.0,72.0,72.0,80.0,83.0,73.0,72.0,78.0,72.0,76.0,74.0,73.0,73.0,74.0,73.0,73.0,0.661129263749351,0.2198674687757657,0.11900326747488318,0.6469115191986644,0.23288814691151918,0.12020033388981635,Draw
-5,-9,3,2,0,0,1,0,76.0,78.0,77.0,76.0,71.0,77.0,77.0,80.0,78.0,71.0,74.0,73.0,75.0,75.0,72.0,75.0,75.0,77.0,75.0,72.0,72.0,76.0,0.5895128762022959,0.25131864722308406,0.1591684765746199,0.5745239658568614,0.24819435325016415,0.17728168089297439,Win
0,12,3,9,0,0,1,0,75.0,70.0,72.0,72.0,69.0,73.0,68.0,74.0,69.0,77.0,71.0,81.0,81.0,85.0,79.0,82.0,76.0,80.0,79.0,83.0,84.0,79.0,0.14667270258035311,0.26482571299230423,0.5885015844273427,0.15916847657461994,0.2513186472230841,0.5895128762022961,Lose
9,2,5,5,0,0,1,0,76.0,80.0,80.0,79.0,81.0,82.0,71.0,81.0,81.0,79.0,79.0,79.0,75.0,74.0,78.0,77.0,78.0,80.0,76.0,77.0,72.0,75.0,0.5689677299756157,0.2500463444892837,0.1809859255351006,0.5709391949757351,0.2383671139023694,0.19069369112189552,Win
20,6,6,5,0,0,1,0,83.0,79.0,85.0,83.0,84.0,84.0,86.0,88.0,94.0,90.0,89.0,79.0,76.0,77.0,83.0,79.0,80.0,80.0,80.0,72.0,80.0,76.0,0.8316008316008316,0.1185031185031185,0.04989604989604989,0.8389913962890019,0.10930859334508138,0.05170001036591687,Win
-3,-7,1,3,0,0,1,0,71.0,73.0,72.0,74.0,73.0,72.0,73.0,74.0,74.0,71.0,72.0,77.0,74.0,71.0,72.0,73.0,76.0,75.0,63.0,73.0,68.0,70.0,0.5182625863770978,0.27097729516288255,0.21076011846001974,0.5173858399664851,0.2865521575198995,0.1960620025136154,Win
-4,-5,3,3,0,0,1,0,77.0,76.0,73.0,73.0,72.0,74.0,76.0,77.0,76.0,78.0,75.0,70.0,66.0,75.0,76.0,73.0,73.0,77.0,74.0,75.0,75.0,78.0,0.4317656129529684,0.2968388589051658,0.27139552814186585,0.43398484244116475,0.29158356601515756,0.2744315915436777,Win
5,-12,6,1,0,0,1,0,78.0,79.0,81.0,80.0,66.0,79.0,79.0,81.0,78.0,79.0,80.0,77.0,73.0,72.0,71.0,76.0,71.0,75.0,74.0,68.0,73.0,79.0,0.659577101402363,0.22087454896845873,0.1195483496291783,0.6292239571195526,0.23281286413423444,0.137963178746213,Draw
20,-10,7,2,0,0,1,0,81.0,81.0,82.0,84.0,83.0,87.0,87.0,84.0,87.0,86.0,93.0,76.0,76.0,74.0,71.0,73.0,75.0,73.0,76.0,77.0,68.0,72.0,0.9073180745150363,0.05604023401416401,0.03664169147079955,0.8968044897491696,0.07041575993586073,0.03277975031496965,Win
-1,-2,4,3,0,0,1,0,79.0,78.0,71.0,80.0,71.0,77.0,76.0,81.0,77.0,76.0,79.0,76.0,74.0,72.0,77.0,75.0,72.0,76.0,74.0,73.0,74.0,78.0,0.48657187993680884,0.287519747235387,0.22590837282780407,0.4782608695652174,0.2826086956521739,0.2391304347826087,Draw
-2,-16,1,1,0,0,1,0,78.0,76.0,82.0,80.0,75.0,82.0,75.0,77.0,80.0,79.0,81.0,70.0,56.0,77.0,76.0,75.0,80.0,70.0,76.0,72.0,73.0,73.0,0.5883926183471516,0.23829901043059643,0.17330837122225196,0.5869600785340313,0.2319208115183246,0.18111910994764396,Draw
-7,-5,2,2,0,0,1,0,73.0,72.0,75.0,75.0,75.0,75.0,72.0,71.0,75.0,77.0,76.0,75.0,74.0,70.0,72.0,69.0,74.0,77.0,69.0,72.0,73.0,71.0,0.39999205971097346,0.30709067810068286,0.2929172621883437,0.3971865949524204,0.311129499379396,0.29168390566818375,Win
13,10,9,6,1,0,1,0,81.0,81.0,81.0,85.0,82.0,76.0,80.0,79.0,83.0,79.0,84.0,76.0,80.0,80.0,79.0,81.0,82.0,79.0,81.0,81.0,73.0,80.0,0.5696460056964601,0.2718025227180252,0.15855147158551472,0.5696460056964601,0.2718025227180252,0.15855147158551472,Draw
4,27,5,7,0,1,1,0,79.0,75.0,76.0,78.0,74.0,71.0,76.0,80.0,77.0,75.0,72.0,83.0,79.0,83.0,80.0,79.0,83.0,86.0,88.0,94.0,90.0,73.0,0.11190148386109836,0.17293865687624294,0.7151598592626587,0.11932503013258336,0.17356368019284854,0.707111289674568,Lose
-2,1,4,2,0,1,1,0,74.0,76.0,80.0,83.0,79.0,80.0,80.0,78.0,80.0,73.0,82.0,71.0,73.0,74.0,72.0,70.0,72.0,74.0,73.0,76.0,72.0,71.0,0.5717651950932151,0.2546261002148451,0.17360870469193984,0.5477308294209703,0.26604068857589985,0.1862284820031299,Win
-11,-2,3,4,0,0,1,0,77.0,76.0,74.0,74.0,71.0,76.0,75.0,70.0,73.0,73.0,75.0,77.0,76.0,73.0,73.0,72.0,74.0,76.0,77.0,76.0,78.0,75.0,0.3621113427484446,0.30721059078335783,0.33067806646819764,0.3591098465603089,0.30698099786607047,0.33390915557362055,Win
-4,6,3,6,0,0,1,0,70.0,76.0,76.0,75.0,70.0,64.0,77.0,75.0,75.0,70.0,78.0,78.0,79.0,81.0,77.0,77.0,79.0,80.0,81.0,78.0,79.0,80.0,0.3285685524461445,0.29776525065431847,0.37366619689953695,0.3282828282828283,0.3118686868686869,0.35984848484848486,Draw
-10,21,1,7,0,1,1,0,77.0,72.0,71.0,72.0,76.0,71.0,75.0,73.0,69.0,74.0,79.0,81.0,81.0,82.0,84.0,83.0,87.0,87.0,84.0,87.0,86.0,93.0,0.10040295500335795,0.1658831430490262,0.7337139019476159,0.09734513274336284,0.17256637168141595,0.7300884955752213,Draw
-2,-5,3,0,0,0,1,0,76.0,74.0,75.0,77.0,75.0,75.0,72.0,76.0,75.0,73.0,78.0,78.0,76.0,82.0,81.0,80.0,77.0,60.0,75.0,82.0,80.0,81.0,0.42307692307692313,0.2884615384615385,0.2884615384615385,0.42307692307692313,0.2884615384615385,0.2884615384615385,Draw
-5,-4,2,4,0,0,1,0,75.0,74.0,70.0,72.0,69.0,70.0,73.0,72.0,69.0,77.0,71.0,76.0,76.0,78.0,77.0,71.0,77.0,76.0,77.0,80.0,71.0,78.0,0.40177519440735215,0.28976514020893884,0.30845966538370906,0.38091260311162156,0.2916362117573353,0.3274511851310431,Win
5,-2,5,3,0,0,1,0,76.0,77.0,79.0,74.0,81.0,71.0,79.0,79.0,81.0,79.0,79.0,73.0,74.0,74.0,75.0,75.0,75.0,75.0,72.0,75.0,78.0,77.0,0.7147962830593281,0.1901358112937813,0.09506790564689065,0.697669802707316,0.1997538803540947,0.10257631693858918,Win
25,12,7,8,1,0,1,0,83.0,84.0,85.0,83.0,84.0,85.0,86.0,88.0,94.0,90.0,90.0,82.0,81.0,79.0,86.0,82.0,79.0,76.0,81.0,83.0,78.0,84.0,0.6363636363636365,0.2272727272727273,0.13636363636363638,0.6245817532902074,0.23890252063350434,0.13651572607628817,Win
-2,1,2,4,0,0,1,0,71.0,73.0,72.0,73.0,70.0,72.0,71.0,74.0,74.0,71.0,72.0,79.0,75.0,73.0,74.0,74.0,71.0,76.0,77.0,80.0,75.0,72.0,0.39593908629441626,0.2899492385786802,0.3141116751269035,0.39008264462809916,0.29256198347107437,0.3173553719008264,Lose
2,1,4,5,0,1,1,0,77.0,76.0,74.0,73.0,74.0,76.0,74.0,78.0,76.0,76.0,71.0,79.0,80.0,79.0,77.0,79.0,80.0,80.0,76.0,72.0,73.0,82.0,0.2796610169491525,0.288135593220339,0.43220338983050843,0.28237307472903594,0.29092983456930976,0.4266970907016543,Lose
6,-10,6,4,1,0,1,0,78.0,79.0,81.0,80.0,77.0,79.0,80.0,81.0,78.0,80.0,79.0,77.0,71.0,74.0,74.0,73.0,76.0,75.0,70.0,73.0,73.0,75.0,0.6613756613756613,0.21164021164021163,0.12698412698412698,0.6441717791411044,0.2223926380368098,0.13343558282208587,Win
19,-3,6,3,1,0,1,0,82.0,82.0,87.0,82.0,83.0,87.0,87.0,87.0,84.0,86.0,93.0,70.0,76.0,75.0,76.0,70.0,76.0,77.0,74.0,64.0,75.0,66.0,0.8677685950413222,0.08677685950413223,0.04545454545454545,0.8592119798698906,0.09537252976555788,0.045415490364551364,Win
1,-10,4,1,0,1,1,0,79.0,71.0,76.0,80.0,66.0,77.0,79.0,81.0,77.0,60.0,79.0,77.0,72.0,71.0,72.0,71.0,71.0,75.0,75.0,70.0,74.0,79.0,0.5717651950932151,0.2546261002148451,0.17360870469193984,0.5477308294209703,0.26604068857589985,0.1862284820031299,Win
0,-13,3,1,1,0,1,0,67.0,74.0,75.0,77.0,75.0,72.0,76.0,75.0,73.0,75.0,78.0,70.0,56.0,77.0,76.0,75.0,80.0,70.0,72.0,72.0,76.0,73.0,0.49799419006778256,0.2642135841748513,0.23779222575736617,0.5051038366772262,0.2669834565293911,0.22791270679338266,Draw
-16,-4,0,3,0,0,1,0,70.0,56.0,70.0,76.0,77.0,80.0,78.0,76.0,72.0,72.0,73.0,75.0,74.0,72.0,72.0,69.0,73.0,74.0,69.0,69.0,77.0,71.0,0.49799419006778256,0.2642135841748513,0.23779222575736617,0.4903728275762602,0.2754741472560756,0.23415302516766426,Win
-6,9,3,6,1,0,1,0,76.0,76.0,77.0,73.0,71.0,77.0,76.0,77.0,77.0,71.0,78.0,76.0,77.0,79.0,77.0,73.0,80.0,79.0,79.0,79.0,82.0,80.0,0.29753038024304196,0.28851430811446493,0.4139553116424932,0.3165610142630745,0.2793185419968304,0.4041204437400951,Draw
-7,24,2,7,0,1,1,0,73.0,74.0,75.0,75.0,75.0,75.0,75.0,72.0,78.0,77.0,76.0,83.0,84.0,85.0,83.0,84.0,78.0,85.0,88.0,94.0,90.0,90.0,0.06364617044228693,0.12729234088457386,0.8090614886731391,0.07304347826086957,0.13565217391304346,0.7913043478260869,Lose
10,-3,7,2,1,0,1,0,82.0,79.0,79.0,76.0,66.0,72.0,81.0,83.0,78.0,77.0,84.0,71.0,73.0,72.0,72.0,70.0,71.0,74.0,72.0,73.0,69.0,71.0,0.6918595241948534,0.20909532286777793,0.0990451529373685,0.6799510719539813,0.21984561217911633,0.1002033158669025,Win
4,1,5,4,0,1,1,0,79.0,75.0,74.0,73.0,77.0,71.0,76.0,80.0,76.0,72.0,75.0,77.0,76.0,73.0,74.0,69.0,74.0,76.0,78.0,76.0,76.0,71.0,0.6023352072650892,0.25217767344165065,0.14548711929326003,0.5641370047011417,0.2585627938213566,0.17730020147750167,Win
-1,7,5,7,0,1,1,0,79.0,70.0,76.0,83.0,79.0,80.0,80.0,76.0,73.0,78.0,82.0,78.0,79.0,81.0,80.0,77.0,79.0,81.0,79.0,78.0,79.0,80.0,0.5221932114882506,0.2654482158398608,0.2123585726718886,0.5181373722178536,0.26647064856918184,0.21539197921296455,Draw
-13,29,3,7,0,1,1,0,77.0,76.0,74.0,74.0,71.0,76.0,75.0,70.0,73.0,69.0,74.0,82.0,82.0,82.0,87.0,83.0,87.0,87.0,84.0,87.0,86.0,93.0,0.07936507936507936,0.15873015873015872,0.7619047619047619,0.08647906657515442,0.1585449553877831,0.7549759780370624,Lose
-11,-2,2,4,1,0,1,0,70.0,76.0,76.0,76.0,71.0,77.0,66.0,74.0,75.0,73.0,75.0,79.0,72.0,76.0,80.0,66.0,75.0,81.0,79.0,77.0,63.0,79.0,0.3527021535960991,0.30719219829337663,0.34010564811052413,0.3527021535960991,0.30719219829337663,0.34010564811052413,Lose
-10,-4,1,0,0,0,1,0,77.0,78.0,71.0,72.0,76.0,61.0,75.0,71.0,74.0,79.0,73.0,78.0,76.0,82.0,81.0,78.0,60.0,81.0,82.0,80.0,78.0,81.0,0.3621113427484446,0.30721059078335783,0.33067806646819764,0.3691328560063643,0.29992044550517105,0.33094669848846464,Win
8,-6,5,3,0,1,1,0,76.0,77.0,79.0,74.0,81.0,79.0,71.0,79.0,81.0,82.0,79.0,75.0,70.0,72.0,73.0,72.0,74.0,73.0,72.0,77.0,69.0,71.0,0.7147962830593281,0.1901358112937813,0.09506790564689065,0.7174536916253587,0.17349334724758675,0.10905296112705452,Win
22,-4,7,3,0,1,1,0,83.0,84.0,85.0,83.0,84.0,78.0,86.0,88.0,94.0,90.0,90.0,76.0,78.0,77.0,76.0,71.0,77.0,76.0,77.0,77.0,74.0,69.0,0.8774082709534912,0.08614553932997915,0.03644618971652964,0.8807288790723358,0.08647156267255661,0.03279955825510768,Win
-3,-8,2,2,0,0,1,0,71.0,73.0,72.0,74.0,72.0,71.0,74.0,69.0,73.0,74.0,72.0,73.0,77.0,75.0,75.0,75.0,71.0,75.0,75.0,78.0,76.0,77.0,0.5281969817315331,0.27164416203335984,0.20015885623510724,0.5206391478029294,0.2756324900133155,0.20372836218375498,Win
-4,11,3,7,0,1,1,0,77.0,76.0,73.0,73.0,72.0,74.0,78.0,76.0,77.0,76.0,75.0,82.0,81.0,79.0,86.0,82.0,83.0,81.0,76.0,78.0,79.0,84.0,0.14597147121430845,0.24968804286658022,0.6043404859191114,0.13604534064029603,0.25738307688704654,0.6065715824726574,Lose
9,7,7,6,1,0,1,0,78.0,79.0,81.0,80.0,77.0,79.0,79.0,81.0,78.0,78.0,80.0,79.0,75.0,74.0,78.0,74.0,73.0,80.0,75.0,71.0,72.0,75.0,0.46281601771544567,0.28750692009595863,0.24967706218859564,0.4537346711259755,0.28874024526198444,0.25752508361204013,Win
28,1,7,5,1,0,1,0,82.0,81.0,82.0,87.0,82.0,87.0,87.0,78.0,87.0,86.0,93.0,79.0,80.0,77.0,83.0,79.0,80.0,81.0,73.0,73.0,70.0,82.0,0.7403078121955972,0.1591661796220534,0.10052600818234952,0.7418011452368558,0.15825091098386257,0.09994794377928162,Win
1,-14,4,3,1,0,1,0,79.0,71.0,76.0,75.0,72.0,79.0,77.0,81.0,77.0,63.0,79.0,77.0,71.0,74.0,74.0,73.0,75.0,76.0,70.0,73.0,70.0,75.0,0.6180910495661476,0.23641982645905146,0.1454891239748009,0.577454180266131,0.259854381119759,0.16269143861410998,Win
-5,-13,0,2,0,1,1,0,82.0,75.0,80.0,81.0,78.0,82.0,79.0,81.0,79.0,78.0,80.0,70.0,76.0,76.0,73.0,73.0,77.0,73.0,75.0,66.0,70.0,78.0,0.5446293494704992,0.264750378214826,0.19062027231467474,0.5349935863341989,0.2645246065763539,0.20048180708944713,Win
-2,-10,2,1,1,0,1,0,76.0,74.0,75.0,77.0,75.0,74.0,78.0,76.0,75.0,74.0,79.0,77.0,78.0,72.0,76.0,76.0,63.0,75.0,71.0,73.0,79.0,73.0,0.5281969817315331,0.27164416203335984,0.20015885623510724,0.5182926829268292,0.274390243902439,0.20731707317073167,Draw
-14,10,1,6,0,1,1,0,70.0,77.0,70.0,76.0,75.0,80.0,78.0,76.0,72.0,72.0,73.0,76.0,80.0,79.0,77.0,81.0,72.0,79.0,81.0,81.0,79.0,79.0,0.30579150579150577,0.2633204633204633,0.43088803088803085,0.2968388589051658,0.27139552814186585,0.4317656129529684,Draw
-6,25,3,8,0,1,1,0,75.0,70.0,72.0,73.0,72.0,73.0,69.0,74.0,69.0,77.0,71.0,83.0,84.0,83.0,82.0,84.0,83.0,78.0,88.0,94.0,90.0,90.0,0.06364617044228693,0.12729234088457386,0.8090614886731391,0.06818181818181818,0.13636363636363635,0.7954545454545454,Lose
-7,-1,3,3,0,0,1,0,76.0,78.0,77.0,73.0,76.0,77.0,74.0,71.0,77.0,78.0,74.0,71.0,72.0,72.0,74.0,70.0,71.0,65.0,69.0,73.0,74.0,74.0,0.4767025089605735,0.27240143369175623,0.25089605734767023,0.47595118449389806,0.2799712849964106,0.24407753050969133,Win
-10,-2,2,3,0,1,1,0,73.0,72.0,75.0,71.0,75.0,76.0,75.0,75.0,77.0,76.0,78.0,77.0,76.0,73.0,73.0,72.0,74.0,76.0,78.0,77.0,76.0,75.0,0.43220338983050843,0.288135593220339,0.2796610169491525,0.4350453172205438,0.2990936555891239,0.26586102719033233,Win
10,9,7,7,0,1,1,0,82.0,81.0,81.0,86.0,82.0,83.0,81.0,76.0,77.0,84.0,79.0,78.0,79.0,75.0,78.0,80.0,76.0,81.0,78.0,77.0,80.0,79.0,0.6224202319334338,0.2506060407521457,0.1269737273144205,0.6151629350476613,0.25770339170915535,0.12713367324318334,Draw
6,27,6,7,0,0,1,0,79.0,76.0,74.0,78.0,74.0,73.0,76.0,80.0,74.0,75.0,72.0,82.0,82.0,75.0,87.0,83.0,87.0,87.0,78.0,78.0,93.0,84.0,0.20017356089094587,0.25021695111368236,0.5496094879953717,0.2008202856030895,0.2445888093883783,0.5545909050085321,Draw
-4,8,4,5,0,0,1,0,79.0,80.0,79.0,83.0,79.0,80.0,76.0,80.0,78.0,80.0,82.0,79.0,71.0,76.0,80.0,73.0,77.0,75.0,79.0,81.0,79.0,68.0,0.5281969817315331,0.27164416203335984,0.20015885623510724,0.5287356321839081,0.26436781609195403,0.20689655172413796,Lose
-15,-3,3,1,0,1,1,0,77.0,76.0,74.0,74.0,71.0,75.0,76.0,70.0,73.0,70.0,74.0,82.0,75.0,82.0,80.0,78.0,80.0,79.0,81.0,82.0,78.0,80.0,0.33009708737864074,0.29708737864077667,0.37281553398058254,0.3348088531187123,0.2981891348088531,0.3670020120724346,Lose
-16,-4,1,1,0,1,1,0,70.0,76.0,76.0,73.0,73.0,77.0,76.0,75.0,73.0,70.0,78.0,76.0,74.0,75.0,77.0,75.0,74.0,78.0,77.0,76.0,72.0,75.0,0.39768618944323936,0.28681610026512416,0.31549771029163654,0.38041507152931703,0.2971992746322789,0.32238565383840423,Win
26,8,9,5,0,1,1,0,83.0,79.0,85.0,82.0,84.0,78.0,86.0,83.0,94.0,90.0,90.0,76.0,80.0,79.0,74.0,81.0,72.0,79.0,81.0,79.0,81.0,79.0,0.8206811653672549,0.11694706606483381,0.062371768567911365,0.8054000153409526,0.12671626908030986,0.06788371557873743,Win
0,-5,3,3,0,0,1,0,71.0,73.0,73.0,74.0,70.0,69.0,73.0,74.0,74.0,71.0,74.0,75.0,70.0,72.0,73.0,72.0,73.0,74.0,69.0,77.0,72.0,71.0,0.5446293494704992,0.264750378214826,0.19062027231467474,0.5317919075144508,0.2658959537572254,0.20231213872832374,Lose
-5,-7,3,3,0,0,1,0,77.0,76.0,73.0,74.0,72.0,74.0,76.0,77.0,76.0,67.0,75.0,76.0,78.0,77.0,73.0,76.0,76.0,77.0,78.0,80.0,71.0,74.0,0.29753038024304196,0.28851430811446493,0.4139553116424932,0.30128205128205127,0.30128205128205127,0.3974358974358974,Lose
8,-6,6,3,0,1,1,0,78.0,78.0,81.0,75.0,70.0,73.0,81.0,79.0,77.0,75.0,78.0,73.0,72.0,75.0,71.0,75.0,76.0,75.0,75.0,77.0,78.0,76.0,0.5700202398490961,0.2644260557077751,0.16555370444312875,0.595120015869867,0.249156913310851,0.15572307081928186,Win
28,9,7,6,0,0,1,0,82.0,82.0,82.0,87.0,81.0,87.0,87.0,87.0,84.0,86.0,93.0,82.0,81.0,79.0,86.0,82.0,76.0,79.0,81.0,83.0,79.0,84.0,0.5524619634322796,0.2654886657605121,0.1820493708072083,0.5281969817315331,0.27164416203335984,0.20015885623510724,Lose
8,5,5,5,0,1,1,0,79.0,72.0,76.0,80.0,73.0,77.0,75.0,77.0,81.0,68.0,76.0,79.0,76.0,74.0,78.0,66.0,75.0,71.0,76.0,74.0,76.0,72.0,0.4337464251668255,0.29361296472831266,0.27264061010486174,0.415347137637028,0.30146163215590743,0.2831912302070646,Draw
-2,-5,2,4,0,1,1,0,82.0,75.0,82.0,80.0,80.0,79.0,82.0,75.0,80.0,78.0,81.0,79.0,76.0,77.0,83.0,79.0,75.0,80.0,80.0,78.0,80.0,73.0,0.41395531164249316,0.2975303802430419,0.2885143081144649,0.42307692307692313,0.2884615384615385,0.2884615384615385,Lose
-5,-17,1,2,0,0,1,0,76.0,74.0,75.0,74.0,75.0,74.0,78.0,77.0,76.0,79.0,75.0,77.0,74.0,74.0,76.0,73.0,73.0,75.0,73.0,70.0,70.0,75.0,0.5281969817315331,0.27164416203335984,0.20015885623510724,0.5182926829268292,0.274390243902439,0.20731707317073167,Lose
-10,-11,1,1,1,0,1,0,77.0,72.0,73.0,74.0,76.0,79.0,74.0,76.0,66.0,75.0,79.0,70.0,56.0,70.0,76.0,77.0,80.0,74.0,73.0,73.0,72.0,73.0,0.43220338983050843,0.288135593220339,0.2796610169491525,0.4247787610619469,0.2920353982300885,0.2831858407079646,Draw
-10,23,1,9,0,1,1,0,70.0,56.0,70.0,70.0,77.0,74.0,80.0,73.0,73.0,72.0,76.0,83.0,85.0,83.0,82.0,78.0,85.0,86.0,88.0,94.0,90.0,90.0,0.07304347826086957,0.13565217391304346,0.7913043478260869,0.07181653590826796,0.14363307181653592,0.7845503922751962,Lose
7,0,5,3,0,0,1,0,76.0,77.0,79.0,80.0,81.0,72.0,79.0,79.0,81.0,79.0,80.0,71.0,72.0,73.0,74.0,70.0,65.0,74.0,73.0,73.0,74.0,71.0,0.6803939122649956,0.20053715308863027,0.11906893464637423,0.6500776404176282,0.2161921021250311,0.13373025745734066,Win
-6,9,4,6,1,0,1,0,76.0,78.0,77.0,73.0,76.0,77.0,74.0,78.0,80.0,82.0,74.0,78.0,79.0,78.0,80.0,76.0,73.0,78.0,79.0,78.0,79.0,78.0,0.43220338983050843,0.288135593220339,0.2796610169491525,0.4359404280501035,0.2883913600946839,0.27566821185521256,Draw
-7,19,3,6,0,1,1,0,73.0,74.0,71.0,75.0,77.0,72.0,75.0,75.0,77.0,78.0,76.0,82.0,81.0,84.0,82.0,75.0,87.0,77.0,87.0,77.0,64.0,93.0,0.13633645604943193,0.20091688259916285,0.6627466613514053,0.13848665380456673,0.20321411156104904,0.6582992346343842,Lose
11,8,7,5,1,0,1,0,82.0,81.0,79.0,86.0,82.0,76.0,81.0,79.0,83.0,79.0,84.0,79.0,71.0,77.0,76.0,66.0,75.0,79.0,77.0,76.0,79.0,77.0,0.6761868406440866,0.21862853970016655,0.1051846196557468,0.6550984597387405,0.22616494443361276,0.1187365958276467,Win
4,-5,4,2,0,1,1,0,79.0,76.0,74.0,73.0,74.0,75.0,76.0,80.0,77.0,76.0,72.0,82.0,76.0,82.0,80.0,80.0,80.0,81.0,82.0,80.0,78.0,80.0,0.46281601771544567,0.28750692009595863,0.24967706218859564,0.4543876567020251,0.30048216007714557,0.24513018322082927,Lose
-1,-6,5,1,0,0,1,0,79.0,80.0,77.0,83.0,70.0,80.0,80.0,78.0,81.0,80.0,82.0,74.0,74.0,75.0,72.0,75.0,76.0,78.0,77.0,74.0,79.0,72.0,0.6245817532902074,0.23890252063350434,0.13651572607628817,0.6223404255319148,0.2393617021276596,0.1382978723404255,Win
-14,-16,3,1,0,0,1,0,77.0,76.0,74.0,74.0,73.0,73.0,73.0,75.0,70.0,75.0,70.0,76.0,71.0,74.0,71.0,72.0,76.0,71.0,75.0,77.0,69.0,75.0,0.4552980132450331,0.2897350993377484,0.25496688741721857,0.44321329639889195,0.29085872576177285,0.2659279778393352,Win
-14,-9,2,1,1,0,1,0,70.0,76.0,76.0,73.0,73.0,75.0,77.0,76.0,74.0,78.0,75.0,77.0,72.0,73.0,74.0,76.0,77.0,74.0,70.0,66.0,74.0,79.0,0.48908296943231444,0.2724890829694323,0.23842794759825325,0.49168474331164136,0.274765003615329,0.23355025307302965,Lose
-1,27,3,10,0,1,1,0,71.0,73.0,74.0,70.0,73.0,73.0,65.0,74.0,73.0,74.0,71.0,83.0,84.0,85.0,83.0,84.0,85.0,86.0,83.0,94.0,90.0,73.0,0.09489051094890512,0.14598540145985403,0.759124087591241,0.09315165041700929,0.1433102314107835,0.7635381181722072,Lose
8,-5,5,3,0,0,1,0,78.0,79.0,75.0,80.0,70.0,78.0,81.0,78.0,77.0,75.0,80.0,75.0,70.0,62.0,73.0,72.0,69.0,63.0,77.0,70.0,74.0,71.0,0.5875440658049352,0.25381903642773207,0.15863689776733253,0.5968281006026351,0.253248680525983,0.14992321887138194,Lose
19,-8,6,3,1,0,1,0,82.0,82.0,84.0,87.0,81.0,77.0,78.0,77.0,84.0,93.0,64.0,68.0,78.0,71.0,76.0,73.0,74.0,77.0,80.0,77.0,82.0,78.0,0.7250755287009064,0.1570996978851964,0.1178247734138973,0.7201565557729942,0.16281800391389434,0.11702544031311157,Win
