home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_won,games_against_lost,League_21518,League_24558,home_player_1_overall_rating,home_player_2_overall_rating,home_player_3_overall_rating,home_player_4_overall_rating,home_player_5_overall_rating,home_player_6_overall_rating,home_player_7_overall_rating,home_player_8_overall_rating,home_player_9_overall_rating,home_player_10_overall_rating,home_player_11_overall_rating,away_player_1_overall_rating,away_player_2_overall_rating,away_player_3_overall_rating,away_player_4_overall_rating,away_player_5_overall_rating,away_player_6_overall_rating,away_player_7_overall_rating,away_player_8_overall_rating,away_player_9_overall_rating,away_player_10_overall_rating,away_player_11_overall_rating,B365_Win,B365_Draw,B365_Lose,BW_Win,BW_Draw,BW_Lose,label
-2,-3,4,2,0,1,1,0,82.0,75.0,80.0,82.0,78.0,82.0,80.0,80.0,78.0,81.0,75.0,80.0,76.0,81.0,75.0,70.0,77.0,79.0,65.0,77.0,80.0,75.0,0.43220338983050843,0.288135593220339,0.2796610169491525,0.44155844155844154,0.2792207792207792,0.2792207792207792,Lose
-16,-16,1,0,0,0,1,0,68.0,74.0,75.0,77.0,75.0,74.0,77.0,78.0,76.0,75.0,79.0,77.0,59.0,69.0,73.0,76.0,76.0,72.0,78.0,77.0,76.0,75.0,0.41395531164249316,0.2885143081144649,0.2975303802430419,0.4247957712638154,0.2811148486304661,0.2940893801057184,Lose
-10,-14,2,1,0,0,1,0,76.0,76.0,74.0,72.0,73.0,75.0,73.0,72.0,77.0,77.0,75.0,71.0,73.0,72.0,74.0,73.0,74.0,73.0,70.0,73.0,74.0,71.0,0.5884729329383249,0.2477780770266631,0.16374899003501214,0.5854612684547574,0.24959138286755447,0.16494734867768818,Win
-2,17,4,6,0,1,1,0,77.0,76.0,74.0,73.0,78.0,77.0,76.0,74.0,79.0,74.0,79.0,83.0,84.0,83.0,85.0,84.0,88.0,86.0,85.0,94.0,90.0,90.0,0.04562584118438762,0.10646029609690444,0.8479138627187081,0.05008944543828264,0.10017889087656529,0.849731663685152,Lose
-7,-3,3,3,0,1,1,0,71.0,67.0,76.0,75.0,70.0,76.0,73.0,77.0,74.0,78.0,75.0,77.0,77.0,77.0,74.0,58.0,67.0,72.0,80.0,81.0,60.0,80.0,0.41002004008016035,0.28577154308617236,0.30420841683366734,0.4041204437400951,0.2793185419968304,0.3165610142630745,Win
1,7,3,6,0,1,1,0,77.0,76.0,74.0,74.0,73.0,73.0,76.0,69.0,73.0,72.0,75.0,68.0,74.0,72.0,73.0,72.0,73.0,70.0,70.0,77.0,72.0,76.0,0.5925155925155925,0.24948024948024947,0.15800415800415799,0.5883926183471516,0.23829901043059643,0.17330837122225196,Win
7,0,5,5,1,0,1,0,79.0,80.0,76.0,77.0,79.0,80.0,80.0,78.0,81.0,80.0,82.0,76.0,78.0,77.0,73.0,76.0,74.0,77.0,80.0,77.0,82.0,78.0,0.5151610291323099,0.2647355288596593,0.22010344200803078,0.5130354598038394,0.26364322239919524,0.22332131779696537,Win
-1,-9,2,2,1,0,1,0,79.0,76.0,74.0,74.0,70.0,75.0,80.0,71.0,77.0,76.0,72.0,73.0,72.0,71.0,75.0,72.0,72.0,75.0,72.0,77.0,74.0,78.0,0.4317656129529684,0.2968388589051658,0.27139552814186585,0.44155844155844154,0.2792207792207792,0.2792207792207792,Win
19,-4,9,2,1,0,1,0,82.0,81.0,81.0,72.0,79.0,74.0,81.0,74.0,79.0,77.0,78.0,70.0,56.0,76.0,70.0,77.0,71.0,73.0,73.0,73.0,72.0,74.0,0.7147962830593281,0.1901358112937813,0.09506790564689065,0.7468414216554493,0.1662533947337348,0.08690518361081592,Win
-5,-5,2,2,0,0,1,0,79.0,76.0,75.0,77.0,72.0,77.0,73.0,77.0,75.0,79.0,81.0,70.0,56.0,73.0,70.0,77.0,71.0,79.0,73.0,76.0,72.0,73.0,0.2717731541152642,0.2642238998342847,0.46400294605045117,0.28767123287671237,0.2671232876712329,0.4452054794520548,Win
27,-1,10,4,0,0,1,0,80.0,80.0,82.0,87.0,83.0,87.0,79.0,87.0,78.0,86.0,93.0,82.0,75.0,82.0,81.0,78.0,80.0,75.0,82.0,79.0,78.0,80.0,0.7879656160458453,0.12607449856733524,0.08595988538681948,0.7777777777777777,0.1333333333333333,0.08888888888888886,Win
-1,-17,3,1,1,0,1,0,75.0,79.0,80.0,75.0,77.0,77.0,81.0,79.0,77.0,77.0,78.0,68.0,74.0,75.0,77.0,74.0,74.0,78.0,74.0,76.0,79.0,75.0,0.3875,0.30625,0.30625,0.3884711779448622,0.3007518796992481,0.3107769423558897,Lose
-13,-6,1,3,1,0,1,0,77.0,69.0,73.0,73.0,76.0,76.0,72.0,78.0,77.0,76.0,75.0,76.0,76.0,74.0,72.0,73.0,73.0,75.0,72.0,77.0,77.0,75.0,0.45434298440979953,0.2650334075723831,0.2806236080178174,0.43398484244116475,0.2744315915436777,0.29158356601515756,Draw
-15,-4,1,4,1,0,1,0,75.0,73.0,72.0,74.0,70.0,74.0,65.0,73.0,73.0,70.0,74.0,77.0,74.0,77.0,73.0,78.0,76.0,74.0,75.0,79.0,70.0,79.0,0.45434298440979953,0.2650334075723831,0.2806236080178174,0.43398484244116475,0.2744315915436777,0.29158356601515756,Draw
17,-7,6,3,0,0,1,0,82.0,84.0,85.0,83.0,84.0,85.0,86.0,88.0,94.0,90.0,90.0,71.0,76.0,75.0,70.0,73.0,77.0,77.0,76.0,74.0,75.0,78.0,0.920350710399831,0.05630380816563672,0.0233454814345323,0.9207710410272423,0.04863559857733639,0.030593360395421276,Win
-4,1,3,3,0,1,1,0,78.0,77.0,77.0,74.0,73.0,81.0,72.0,60.0,72.0,82.0,80.0,77.0,76.0,74.0,74.0,73.0,73.0,76.0,72.0,73.0,69.0,75.0,0.3311067603362892,0.2542899919382701,0.4146032477254405,0.34528497409326425,0.27419689119170987,0.3805181347150259,Lose
7,9,6,6,0,0,1,0,68.0,70.0,73.0,72.0,69.0,68.0,70.0,74.0,71.0,77.0,71.0,79.0,80.0,76.0,80.0,79.0,75.0,80.0,76.0,81.0,80.0,82.0,0.23779222575736617,0.2642135841748513,0.49799419006778256,0.23354148082069584,0.26690454950936665,0.4995539696699376,Draw
-2,1,4,3,0,1,1,0,70.0,76.0,78.0,73.0,71.0,77.0,74.0,80.0,77.0,82.0,78.0,79.0,74.0,73.0,78.0,70.0,76.0,80.0,76.0,77.0,72.0,76.0,0.6363636363636365,0.2272727272727273,0.13636363636363638,0.6227217496962333,0.22782503037667073,0.14945321992709598,Win
-8,19,2,9,0,1,1,0,73.0,72.0,71.0,75.0,72.0,75.0,72.0,76.0,77.0,72.0,74.0,82.0,81.0,81.0,81.0,82.0,83.0,81.0,79.0,77.0,77.0,79.0,0.05623648161499639,0.14708002883922133,0.7966834895457823,0.06442630820931348,0.16985117618819012,0.7657225156024964,Win
-3,-4,3,3,0,1,1,0,74.0,75.0,76.0,80.0,78.0,82.0,78.0,79.0,80.0,75.0,80.0,79.0,72.0,76.0,75.0,77.0,79.0,77.0,77.0,73.0,75.0,60.0,0.4901960784313726,0.2549019607843137,0.2549019607843137,0.4885133350937418,0.2574597306575125,0.2540269342487457,Lose
-12,26,2,10,0,1,1,0,73.0,67.0,75.0,77.0,75.0,74.0,78.0,74.0,76.0,79.0,75.0,82.0,82.0,84.0,87.0,83.0,87.0,79.0,87.0,87.0,86.0,93.0,0.07330330796707563,0.11911787544649789,0.8075788165864264,0.08095485210171251,0.14322781525687597,0.7758173326414116,Lose
-7,-12,3,1,0,1,1,0,70.0,73.0,76.0,76.0,78.0,79.0,77.0,76.0,74.0,75.0,79.0,77.0,73.0,73.0,76.0,74.0,72.0,74.0,78.0,77.0,76.0,71.0,0.19022379269729095,0.2502944640753828,0.5594817432273262,0.20340050377833752,0.24622166246851382,0.5503778337531485,Win
-9,-14,3,1,0,0,1,0,71.0,76.0,76.0,75.0,70.0,73.0,74.0,77.0,76.0,75.0,75.0,75.0,75.0,72.0,74.0,70.0,73.0,74.0,73.0,73.0,71.0,74.0,0.47707736389684813,0.26504297994269344,0.2578796561604584,0.46646341463414637,0.25914634146341464,0.27439024390243905,Win
2,21,3,6,0,1,1,0,77.0,76.0,74.0,74.0,74.0,73.0,76.0,73.0,75.0,72.0,75.0,82.0,84.0,83.0,85.0,84.0,85.0,86.0,88.0,94.0,90.0,90.0,0.03644618971652964,0.08614553932997915,0.8774082709534912,0.0445945945945946,0.10405405405405405,0.8513513513513513,Lose
1,6,3,5,0,0,1,0,79.0,74.0,74.0,78.0,70.0,75.0,76.0,80.0,77.0,72.0,76.0,68.0,70.0,73.0,70.0,69.0,73.0,74.0,70.0,77.0,70.0,71.0,0.5319148936170214,0.25531914893617025,0.21276595744680854,0.5122702571735143,0.253366100169603,0.2343636426568828,Win
15,-1,8,5,1,0,1,0,82.0,81.0,81.0,86.0,82.0,79.0,81.0,79.0,83.0,79.0,84.0,76.0,76.0,78.0,73.0,71.0,77.0,74.0,80.0,77.0,82.0,74.0,0.5389221556886228,0.251497005988024,0.20958083832335334,0.5115940521992305,0.2600603098679422,0.2283456379328273,Win
-2,-5,2,3,0,1,1,0,72.0,56.0,76.0,77.0,75.0,79.0,73.0,73.0,71.0,76.0,74.0,73.0,74.0,75.0,71.0,72.0,75.0,75.0,71.0,74.0,72.0,74.0,0.7137192704203014,0.18080888183980967,0.10547184773988898,0.7023538344722855,0.19665907365223995,0.10098709187547457,Win
-3,3,0,1,0,0,1,0,73.0,74.0,75.0,72.0,78.0,78.0,80.0,77.0,80.0,79.0,78.0,74.0,75.0,69.0,73.0,72.0,76.0,76.0,77.0,74.0,79.0,76.0,0.5275084060230983,0.25320403489108717,0.21928755908581452,0.5259666413949963,0.2601402577710387,0.21389310083396518,Lose
2,0,2,0,0,0,1,0,82.0,83.0,76.0,83.0,76.0,83.0,85.0,69.0,71.0,93.0,86.0,74.0,70.0,61.0,70.0,71.0,71.0,64.0,74.0,71.0,75.0,68.0,0.8889797169570326,0.07852654166453787,0.03249374137842947,0.8748457803912771,0.08915095095415872,0.036003268654564095,Win
2,2,1,1,0,0,1,0,71.0,71.0,70.0,71.0,71.0,73.0,59.0,65.0,72.0,74.0,65.0,77.0,79.0,75.0,84.0,81.0,82.0,80.0,82.0,78.0,83.0,82.0,0.1365138252854907,0.25482580719958264,0.6086603675149267,0.14198345125314787,0.2590238637726346,0.5989926849742175,Lose
-2,-1,0,0,0,0,1,0,79.0,73.0,68.0,74.0,71.0,72.0,74.0,63.0,75.0,75.0,69.0,75.0,73.0,70.0,73.0,74.0,71.0,73.0,77.0,72.0,71.0,76.0,0.36559577063847093,0.3066287108580724,0.3277755185034567,0.35917421529386984,0.3012428902464715,0.3395828944596588,Win
2,0,1,1,0,0,1,0,72.0,75.0,70.0,77.0,72.0,66.0,79.0,75.0,72.0,69.0,79.0,77.0,78.0,76.0,80.0,77.0,78.0,77.0,53.0,60.0,66.0,74.0,0.4751131221719457,0.27149321266968324,0.25339366515837103,0.4658527279664251,0.28233498664631823,0.25181228538725675,Win
11,-2,2,0,0,0,1,0,79.0,79.0,83.0,81.0,82.0,87.0,85.0,83.0,72.0,85.0,92.0,74.0,73.0,71.0,75.0,70.0,72.0,70.0,70.0,72.0,60.0,74.0,0.8997369999538595,0.06358141466340607,0.03668158538273428,0.8978447662962888,0.07389953076438685,0.028255702939324383,Win
-1,-6,0,0,0,0,1,0,76.0,65.0,72.0,78.0,75.0,77.0,79.0,83.0,79.0,74.0,78.0,63.0,59.0,70.0,73.0,68.0,76.0,74.0,71.0,69.0,71.0,70.0,0.4788732394366197,0.28169014084507044,0.23943661971830985,0.46883068978236814,0.30247141276281814,0.22869789745481375,Lose
1,-4,1,1,0,0,1,0,65.0,76.0,78.0,78.0,75.0,81.0,79.0,76.0,82.0,80.0,80.0,71.0,67.0,69.0,75.0,75.0,79.0,68.0,66.0,76.0,73.0,78.0,0.6340391980175715,0.2196440639783735,0.14631673800405498,0.6397415185783523,0.21809369951534735,0.1421647819063005,Draw
2,-1,1,0,0,0,1,0,73.0,72.0,78.0,72.0,76.0,73.0,74.0,73.0,73.0,73.0,74.0,67.0,73.0,70.0,72.0,69.0,70.0,71.0,64.0,62.0,65.0,63.0,0.46524924066464185,0.30766482043952115,0.22708593889583706,0.4564841498559078,0.28357348703170027,0.25994236311239194,Lose
0,-4,0,0,0,0,1,0,75.0,73.0,72.0,71.0,73.0,69.0,71.0,74.0,71.0,76.0,76.0,74.0,80.0,74.0,77.0,81.0,79.0,82.0,81.0,71.0,79.0,80.0,0.288135593220339,0.2796610169491525,0.43220338983050843,0.2796610169491525,0.288135593220339,0.43220338983050843,Win
4,5,2,3,0,0,1,0,76.0,78.0,73.0,77.0,76.0,77.0,77.0,79.0,79.0,78.0,82.0,82.0,84.0,83.0,85.0,83.0,78.0,86.0,88.0,94.0,90.0,88.0,0.1475409836065574,0.21311475409836067,0.639344262295082,0.15874177029992684,0.22677395757132407,0.6144842721287491,Win
-3,0,0,1,0,0,1,0,75.0,77.0,74.0,73.0,73.0,75.0,72.0,76.0,71.0,78.0,76.0,71.0,73.0,72.0,73.0,70.0,71.0,74.0,72.0,73.0,74.0,72.0,0.39999205971097346,0.30709067810068286,0.2929172621883437,0.37302423603793466,0.3108535300316122,0.3161222339304531,Draw
4,-1,2,1,0,0,1,0,81.0,81.0,85.0,81.0,78.0,78.0,80.0,76.0,79.0,79.0,83.0,77.0,76.0,74.0,76.0,70.0,72.0,74.0,78.0,76.0,74.0,71.0,0.7630057803468208,0.17341040462427745,0.06358381502890173,0.7613365155131265,0.1730310262529833,0.06563245823389022,Win
-2,4,0,2,0,0,1,0,78.0,75.0,78.0,76.0,76.0,75.0,76.0,74.0,73.0,71.0,75.0,76.0,76.0,79.0,73.0,76.0,78.0,78.0,78.0,78.0,78.0,75.0,0.36319612590799033,0.28945630640545894,0.34734756768655073,0.35359116022099446,0.292817679558011,0.35359116022099446,Lose
-2,12,1,3,0,0,1,0,79.0,80.0,77.0,83.0,79.0,80.0,80.0,78.0,81.0,73.0,82.0,79.0,81.0,84.0,82.0,83.0,84.0,78.0,87.0,87.0,93.0,86.0,0.1821247892074199,0.22765598650927488,0.5902192242833053,0.17304141387496702,0.23212872592983383,0.5948298601951991,Lose
-3,-2,0,0,0,0,1,0,77.0,76.0,75.0,74.0,73.0,75.0,74.0,70.0,73.0,73.0,75.0,70.0,66.0,75.0,80.0,78.0,79.0,77.0,82.0,75.0,79.0,76.0,0.39616613418530355,0.30670926517571884,0.2971246006389776,0.3815583602795452,0.30155418796286637,0.3168874517575884,Lose
-5,1,1,1,0,0,1,0,70.0,73.0,76.0,74.0,71.0,77.0,76.0,74.0,75.0,73.0,78.0,67.0,73.0,80.0,81.0,80.0,78.0,80.0,79.0,79.0,75.0,73.0,0.2929936305732484,0.2929936305732484,0.41401273885350315,0.3068856351404828,0.2882865057380293,0.4048278591214879,Win
-4,1,1,1,0,0,1,0,75.0,73.0,76.0,72.0,76.0,79.0,75.0,77.0,72.0,74.0,79.0,76.0,74.0,75.0,77.0,76.0,76.0,73.0,75.0,74.0,74.0,74.0,0.42307692307692313,0.2884615384615385,0.2884615384615385,0.41354540790148797,0.30015392508978966,0.2863006670087225,Lose
-6,-5,0,0,0,0,1,0,74.0,80.0,77.0,74.0,81.0,82.0,79.0,81.0,79.0,79.0,79.0,75.0,75.0,77.0,71.0,76.0,78.0,80.0,72.0,71.0,73.0,73.0,0.6627466613514053,0.20091688259916285,0.13633645604943193,0.6340391980175715,0.2196440639783735,0.14631673800405498,Win
2,2,3,1,0,0,1,0,82.0,85.0,80.0,78.0,79.0,84.0,86.0,83.0,94.0,90.0,88.0,75.0,72.0,73.0,73.0,71.0,69.0,71.0,74.0,71.0,76.0,76.0,0.8774082709534912,0.08614553932997915,0.03644618971652964,0.8720772772411302,0.08265775932111583,0.0452649634377539,Win
0,7,1,3,0,0,1,0,71.0,73.0,72.0,73.0,70.0,76.0,74.0,73.0,74.0,72.0,71.0,76.0,76.0,77.0,73.0,71.0,79.0,77.0,77.0,79.0,71.0,82.0,0.25430995165556874,0.2804889172671714,0.4652011310772599,0.2671232876712329,0.28767123287671237,0.4452054794520548,Draw
-3,-3,1,0,0,0,1,0,77.0,76.0,74.0,76.0,64.0,72.0,74.0,78.0,76.0,74.0,71.0,75.0,77.0,74.0,75.0,73.0,75.0,75.0,72.0,71.0,76.0,76.0,0.48657187993680884,0.287519747235387,0.22590837282780407,0.47904191616766467,0.2874251497005988,0.23353293413173648,Win
5,6,3,3,0,0,1,0,76.0,79.0,73.0,80.0,77.0,78.0,79.0,81.0,77.0,78.0,79.0,81.0,78.0,78.0,85.0,82.0,79.0,80.0,81.0,76.0,83.0,84.0,0.3277755185034567,0.3066287108580724,0.36559577063847093,0.3277755185034567,0.3066287108580724,0.36559577063847093,Win
13,-3,4,0,0,0,1,0,79.0,81.0,82.0,75.0,83.0,87.0,87.0,78.0,84.0,93.0,86.0,78.0,75.0,76.0,78.0,75.0,76.0,75.0,74.0,73.0,64.0,78.0,0.8592119798698906,0.09537252976555788,0.045415490364551364,0.8434243026688354,0.10892222423037531,0.0476534731007892,Draw
1,-3,1,1,0,0,1,0,79.0,66.0,75.0,80.0,78.0,77.0,79.0,82.0,79.0,75.0,76.0,79.0,80.0,77.0,83.0,79.0,80.0,80.0,78.0,81.0,73.0,82.0,0.39215686274509803,0.29411764705882354,0.3137254901960784,0.3739565943238731,0.2921535893155259,0.333889816360601,Draw
0,-6,1,0,0,0,1,0,67.0,73.0,82.0,76.0,76.0,81.0,82.0,79.0,73.0,81.0,80.0,77.0,76.0,74.0,75.0,73.0,75.0,75.0,74.0,70.0,75.0,73.0,0.6598240469208211,0.21260997067448678,0.12756598240469208,0.643819671016857,0.2200584556824361,0.1361218733007069,Win
2,-4,2,2,0,0,1,0,76.0,74.0,72.0,77.0,76.0,77.0,75.0,73.0,76.0,78.0,73.0,70.0,66.0,76.0,74.0,71.0,75.0,77.0,76.0,73.0,78.0,75.0,0.4552980132450331,0.2897350993377484,0.25496688741721857,0.4452054794520548,0.28767123287671237,0.2671232876712329,Win
0,-5,1,1,0,0,1,0,70.0,74.0,71.0,76.0,72.0,75.0,74.0,76.0,68.0,76.0,68.0,75.0,72.0,76.0,73.0,71.0,74.0,75.0,74.0,79.0,75.0,79.0,0.41395531164249316,0.2975303802430419,0.2885143081144649,0.40639082343301924,0.3015157722244981,0.29209340434248254,Lose
-5,3,1,4,0,0,1,0,74.0,80.0,77.0,74.0,81.0,82.0,79.0,79.0,81.0,81.0,79.0,83.0,78.0,85.0,83.0,84.0,84.0,86.0,83.0,73.0,90.0,88.0,0.23779222575736617,0.2642135841748513,0.49799419006778256,0.22673031026252988,0.27207637231503584,0.5011933174224344,Win
7,0,3,2,0,0,1,0,76.0,78.0,77.0,73.0,76.0,77.0,77.0,77.0,79.0,78.0,82.0,77.0,76.0,74.0,76.0,70.0,74.0,72.0,77.0,76.0,74.0,74.0,0.6613756613756613,0.21164021164021163,0.12698412698412698,0.6227217496962333,0.22782503037667073,0.14945321992709598,Draw
-6,6,0,4,0,0,1,0,75.0,75.0,75.0,74.0,73.0,74.0,72.0,77.0,71.0,76.0,70.0,76.0,79.0,73.0,80.0,76.0,78.0,78.0,67.0,79.0,79.0,68.0,0.2202378731817827,0.28047940908150565,0.4992827177367116,0.21572547059803432,0.2711977344661003,0.5130767949358653,Win
5,13,3,4,0,0,1,0,81.0,81.0,78.0,85.0,82.0,79.0,80.0,81.0,77.0,79.0,83.0,79.0,81.0,82.0,87.0,83.0,87.0,77.0,87.0,84.0,86.0,93.0,0.29753038024304196,0.28851430811446493,0.4139553116424932,0.30625,0.30625,0.3875,Draw
-3,1,0,1,0,0,1,0,78.0,75.0,76.0,78.0,75.0,75.0,76.0,73.0,72.0,73.0,75.0,79.0,66.0,75.0,80.0,78.0,79.0,77.0,82.0,79.0,75.0,76.0,0.40177519440735215,0.30845966538370906,0.28976514020893884,0.3884711779448622,0.3007518796992481,0.3107769423558897,Win
-3,1,1,2,0,0,1,0,79.0,80.0,77.0,83.0,79.0,80.0,80.0,74.0,81.0,78.0,82.0,72.0,73.0,76.0,82.0,76.0,80.0,82.0,81.0,80.0,73.0,81.0,0.41395531164249316,0.2885143081144649,0.2975303802430419,0.41749808135072913,0.28242517267843437,0.30007674597083656,Win
-7,5,0,3,0,0,1,0,77.0,76.0,74.0,75.0,73.0,75.0,75.0,73.0,74.0,73.0,75.0,76.0,74.0,75.0,77.0,76.0,75.0,76.0,77.0,73.0,74.0,78.0,0.3648208469055374,0.29641693811074915,0.33876221498371334,0.35984848484848486,0.3118686868686869,0.3282828282828283,Draw
-7,-1,2,1,0,0,1,0,70.0,73.0,76.0,75.0,71.0,77.0,76.0,74.0,75.0,73.0,78.0,70.0,76.0,74.0,76.0,72.0,74.0,75.0,77.0,77.0,68.0,72.0,0.47482014388489213,0.2877697841726619,0.23741007194244607,0.46776611694152925,0.29235382308845576,0.23988005997001502,Lose
-6,-4,0,2,0,0,1,0,75.0,75.0,76.0,71.0,76.0,78.0,80.0,73.0,71.0,72.0,73.0,75.0,73.0,72.0,76.0,71.0,74.0,72.0,75.0,75.0,72.0,79.0,0.4317656129529684,0.27139552814186585,0.2968388589051658,0.44365361803084225,0.2740213523131673,0.28232502965599054,Lose
2,-8,4,0,0,0,1,0,83.0,84.0,85.0,83.0,84.0,78.0,86.0,84.0,72.0,90.0,88.0,75.0,75.0,76.0,70.0,76.0,71.0,80.0,77.0,75.0,72.0,73.0,0.8314855875831485,0.10532150776053213,0.06319290465631928,0.8140108534780464,0.11544153922052293,0.07054760730143067,Win
0,-4,1,2,0,0,1,0,71.0,73.0,74.0,72.0,70.0,71.0,74.0,73.0,74.0,75.0,72.0,75.0,80.0,79.0,74.0,81.0,82.0,79.0,81.0,81.0,79.0,79.0,0.26503340757238314,0.28062360801781744,0.4543429844097996,0.2796610169491525,0.288135593220339,0.43220338983050843,Draw
5,7,4,3,0,0,1,0,76.0,79.0,73.0,80.0,77.0,78.0,79.0,78.0,69.0,78.0,79.0,76.0,78.0,77.0,73.0,76.0,77.0,79.0,77.0,79.0,78.0,82.0,0.4751131221719457,0.27149321266968324,0.25339366515837103,0.4569015166058744,0.2754847379535419,0.26761374544058353,Lose
13,-5,4,1,0,0,1,0,79.0,81.0,82.0,75.0,83.0,78.0,87.0,77.0,87.0,93.0,84.0,75.0,77.0,75.0,74.0,73.0,74.0,75.0,72.0,75.0,71.0,76.0,0.8795411089866157,0.07915869980879542,0.041300191204588915,0.8676127178013293,0.09089276091252022,0.04149452128615053,Win
-1,5,1,3,0,0,1,0,79.0,72.0,75.0,80.0,78.0,76.0,79.0,82.0,79.0,75.0,76.0,81.0,81.0,79.0,85.0,82.0,77.0,81.0,80.0,83.0,84.0,83.0,0.23802612481857766,0.29753265602322204,0.46444121915820036,0.25638617580766343,0.29188580015026305,0.4517280240420737,Lose
-1,-1,2,1,0,0,1,0,72.0,73.0,82.0,80.0,80.0,80.0,80.0,75.0,82.0,80.0,80.0,79.0,75.0,76.0,78.0,74.0,64.0,81.0,74.0,73.0,72.0,75.0,0.5875440658049352,0.25381903642773207,0.15863689776733253,0.5766312594840667,0.25037936267071315,0.17298937784522,Win
5,-1,3,2,0,0,1,0,76.0,74.0,75.0,77.0,75.0,73.0,76.0,75.0,75.0,73.0,78.0,79.0,80.0,77.0,83.0,79.0,80.0,80.0,74.0,81.0,78.0,82.0,0.3527021535960991,0.30719219829337663,0.34010564811052413,0.34716445165871973,0.3236278786649082,0.32920766967637216,Draw
0,-7,2,0,0,0,1,0,70.0,76.0,74.0,76.0,72.0,75.0,73.0,76.0,77.0,70.0,69.0,77.0,76.0,74.0,75.0,73.0,75.0,70.0,76.0,74.0,73.0,75.0,0.4759206798866855,0.29745042492917845,0.22662889518413595,0.45564748893592466,0.2918991725995767,0.25245333846449874,Draw
-2,-8,3,2,0,0,1,0,77.0,73.0,76.0,71.0,72.0,71.0,75.0,79.0,75.0,74.0,79.0,70.0,72.0,76.0,75.0,71.0,77.0,74.0,75.0,73.0,76.0,78.0,0.47482014388489213,0.2877697841726619,0.23741007194244607,0.44651162790697674,0.2930232558139535,0.26046511627906976,Lose
5,0,5,1,0,0,1,0,83.0,84.0,80.0,85.0,84.0,83.0,86.0,84.0,72.0,90.0,88.0,71.0,73.0,73.0,72.0,70.0,71.0,74.0,72.0,74.0,74.0,72.0,0.8551239929789819,0.094918763220667,0.049957243800351055,0.8549206145143664,0.09989072443273124,0.04518866105290222,Win
-4,0,2,2,0,0,1,0,75.0,77.0,79.0,74.0,81.0,82.0,81.0,81.0,81.0,82.0,79.0,77.0,69.0,73.0,75.0,74.0,76.0,74.0,78.0,77.0,76.0,71.0,0.661129263749351,0.2198674687757657,0.11900326747488318,0.643819671016857,0.2200584556824361,0.1361218733007069,Win
1,4,1,4,0,0,1,0,75.0,73.0,72.0,71.0,72.0,71.0,69.0,74.0,67.0,76.0,76.0,76.0,79.0,77.0,80.0,77.0,78.0,78.0,81.0,77.0,70.0,76.0,0.2726406101048618,0.2936129647283127,0.43374642516682554,0.2875816993464052,0.2875816993464052,0.4248366013071895,Draw
8,16,4,5,0,0,1,0,76.0,78.0,77.0,73.0,76.0,77.0,79.0,77.0,80.0,78.0,82.0,79.0,81.0,87.0,82.0,83.0,87.0,77.0,87.0,76.0,93.0,78.0,0.25065616797900264,0.25065616797900264,0.49868766404199477,0.25,0.25,0.5,Lose
-8,-3,1,1,0,0,1,0,75.0,77.0,75.0,75.0,73.0,74.0,75.0,72.0,72.0,71.0,76.0,79.0,72.0,76.0,80.0,71.0,76.0,79.0,82.0,77.0,75.0,76.0,0.3621665319320938,0.2976556184316896,0.34017784963621667,0.34700315457413244,0.3123028391167192,0.34069400630914826,Lose
7,2,4,3,0,0,1,0,81.0,81.0,79.0,85.0,82.0,80.0,81.0,83.0,78.0,84.0,83.0,73.0,73.0,82.0,80.0,80.0,82.0,79.0,77.0,80.0,79.0,75.0,0.6043404859191113,0.24968804286658017,0.14597147121430842,0.6119806990702601,0.24020242438507708,0.14781687654466283,Win
-4,5,1,3,0,0,1,0,79.0,75.0,74.0,78.0,76.0,75.0,76.0,74.0,73.0,72.0,75.0,76.0,74.0,75.0,77.0,75.0,75.0,77.0,76.0,74.0,73.0,78.0,0.4247957712638154,0.2940893801057184,0.2811148486304661,0.3974358974358974,0.30128205128205127,0.30128205128205127,Win
-1,0,2,2,0,0,1,0,79.0,80.0,77.0,83.0,79.0,80.0,81.0,80.0,74.0,78.0,82.0,70.0,76.0,74.0,76.0,73.0,71.0,75.0,73.0,76.0,77.0,72.0,0.6245817532902074,0.23890252063350434,0.13651572607628817,0.6150206978119456,0.23832052040212892,0.1466587817859255,Win
-7,-4,0,3,0,0,1,0,77.0,71.0,74.0,72.0,73.0,76.0,75.0,74.0,70.0,75.0,73.0,77.0,73.0,72.0,76.0,71.0,79.0,75.0,71.0,75.0,72.0,79.0,0.41401273885350315,0.2929936305732484,0.2929936305732484,0.39897698209718674,0.28849104859335045,0.3125319693094629,Draw
-11,-6,0,3,0,0,1,0,75.0,77.0,76.0,70.0,76.0,78.0,80.0,77.0,71.0,75.0,73.0,70.0,72.0,75.0,76.0,71.0,76.0,77.0,74.0,75.0,73.0,78.0,0.42834645669291344,0.2771653543307087,0.29448818897637796,0.42626070409134154,0.27402473834443386,0.29971455756422455,Win
